28,55 Cnc,Radial Velocity,5.0,0.736539,0.01544,,6.4,12.53,5.96,5196.0,0.91,0.94,2016-07-07,55 Cnc e,,,8.08,1.91,2004.0,http://exoplanet.eu/catalog/55_cnc_e/,http://exoplanets.org/detail/55_Cnc_e,2004-10,4.8,G8 V,-0.235
29,55 Cnc,Radial Velocity,5.0,262.0,0.788,0.305,,12.53,5.96,5196.0,0.91,0.94,2014-10-29,55 Cnc f,,,44.812,,2007.0,http://exoplanet.eu/catalog/55_cnc_f/,http://exoplanets.org/detail/55_Cnc_f,2008-03,4.8,G8 V,-0.235
30,6 Lyn,Radial Velocity,1.0,874.774,2.18,0.125,,56.95,,4978.0,1.7,5.2,2015-09-03,6 Lyn b,,,702.4043,,2008.0,http://exoplanet.eu/catalog/6_lyn_b/,http://exoplanets.org/detail/6_Lyn_b,2008-12,5.0,K0 III-IV,1.176
31,61 Vir,Radial Velocity,3.0,4.215,0.050201,0.12,,8.52,4.74,5577.0,0.94,0.96,2014-05-14,61 Vir b,,,5.1,,2009.0,http://exoplanet.eu/catalog/61_vir_b/,http://exoplanets.org/detail/61_Vir_b,2010-01,4.5,G5 V,-0.095
32,61 Vir,Radial Velocity,3.0,38.021,0.2175,0.14,,8.52,4.74,5577.0,0.94,0.96,2014-05-14,61 Vir c,,,18.2,,2009.0,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,2010-01,4.5,G5 V,-0.095
33,61 Vir,Radial Velocity,3.0,123.01,0.476,0.35,,8.52,4.74,5577.0,0.94,0.96,2014-05-14,61 Vir d,,,22.9,,2009.0,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,2010-01,4.5,G5 V,-0.095
34,7 CMa,Radial Velocity,1.0,796.0,1.93,0.22,,19.84,3.92,4792.0,1.52,2.3,2015-10-22,7 CMa b,,,781.8618,,2011.0,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,2011-12,5.1,K1 III,1.053
35,70 Vir,Radial Velocity,1.0,116.6926,0.481,0.399,,18.11,4.98,5439.0,1.09,1.94,2015-04-24,70 Vir b,,,2351.942,,1996.0,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,1996-06,4.4,G4 V,0.451
36,75 Cet,Radial Velocity,1.0,691.9,2.1,0.117,,81.5,5.35,4846.0,2.49,10.5,2015-09-03,75 Cet b,,,953.49,,2012.0,http://exoplanet.eu/catalog/75_cet_b/,http://exoplanets.org/detail/75_Cet_b,2012-12,4.3,G3 III,1.730
37,8 UMi,Radial Velocity,1.0,93.4,0.49,0.06,,159.1,6.83,4847.4,1.8,9.9,2015-10-15,8 UMi b,,,476.745,,2015.0,http://exoplanet.eu/catalog/8_umi_b/,,,5.0,K0,
38,81 Cet,Radial Velocity,1.0,952.7,2.5,0.206,,97.18,5.65,4785.0,2.4,11.0,2014-05-14,81 Cet b,,,1684.4,,2008.0,http://exoplanet.eu/catalog/81_cet_b/,http://exoplanets.org/detail/81_Cet_b,2008-12,4.5,G5 III,1.778
39,91 Aqr,Radial Velocity,1.0,181.4,0.7,0.027,,45.52,4.25,4665.0,1.4,11.0,2014-05-14,91 Aqr b,,,1017.0,,2013.0,http://exoplanet.eu/catalog/91_aqr_b/,http://exoplanets.org/detail/91_Aqr_b,2013-07,5.0,K0 III,
40,AB Pic,Imaging,1.0,,260.0,,,45.52,9.128,,,,2014-05-14,AB Pic b,,,4290.5,,2005.0,http://exoplanet.eu/catalog/ab_pic_b/,,2005-08,5.2,K2 V,
41,BD+14 4559,Radial Velocity,1.0,268.94,0.777,0.29,,50.03,9.63,5008.0,0.86,0.95,2014-05-14,BD+14 4559 b,,,467.19,,2009.0,http://exoplanet.eu/catalog/bd14_4559_b/,http://exoplanets.org/detail/BD_+14_4559_b,2009-12,5.2,K2 V,-0.320
42,BD+15 2375,Radial Velocity,1.0,153.22,0.576,0.001,,774.0,10.31,4649.0,1.08,8.95,2016-02-04,BD+15 2375 b,,,337.21763,,2016.0,http://exoplanet.eu/catalog/bd%2B15_2375_b/,,,,,1.570
43,BD+15 2940,Radial Velocity,1.0,137.48,0.539,0.26,,175.44,9.046,4796.0,1.1,14.7,2014-05-14,BD+15 2940 b,,,352.78,,2013.0,http://exoplanet.eu/catalog/bd+15_2940_b/,,2013-06,5.0,K0,2.010
44,BD+20 1790,Radial Velocity,1.0,7.78287,0.066,0.22,,25.4,,4410.0,0.63,0.71,2015-03-26,BD+20 1790 b,,,2020.0,,2010.0,,,2010-03,5.5,K5 V,-0.770
45,BD+20 2457,Radial Velocity,2.0,379.63,1.45,0.15,,,9.75,4137.0,2.8,49.0,2014-05-14,BD+20 2457 b,,,6807.63,,2009.0,http://exoplanet.eu/catalog/bd20_2457_b/,http://exoplanets.org/detail/BD_+20_2457_b,2009-12,5.2,K2 II,3.170
46,BD+20 2457,Radial Velocity,2.0,621.99,2.01,0.18,,,9.75,4137.0,2.8,49.0,2014-05-14,BD+20 2457 c,,,3963.17,,2009.0,http://exoplanet.eu/catalog/bd20_2457_c/,http://exoplanets.org/detail/BD_+20_2457_c,2009-12,5.2,K2 II,3.170
47,BD+20 274,Radial Velocity,1.0,578.2,1.3,0.21,,,9.36,4296.0,0.8,17.3,2015-09-18,BD+20 274 b,,,1334.886,,2012.0,http://exoplanet.eu/catalog/bd+20_274_c/,,2012-09,5.5,K5 III,1.960
48,BD+20 594,Transit,1.0,41.6855,0.241,0.0,7.89,152.1,11.038,5766.0,0.96,0.93,2016-07-28,BD+20 594 b,546.0,,16.3,2.23,2016.0,http://exoplanet.eu/catalog/bd%2B20_594_b/,,,4.0,G,-0.056
49,BD+48 738,Radial Velocity,1.0,392.6,1.0,0.2,,,9.14,4414.0,0.74,11.0,2015-08-13,BD+48 738 b,,,289.2253,,2011.0,http://exoplanet.eu/catalog/bd_+48_738_b/,http://exoplanets.org/detail/BD_+48_738_b,2012-01,5.0,K0 III,1.690
50,BD+49 828,Radial Velocity,1.0,2590.0,4.2,0.35,,,9.38,4943.0,1.52,7.6,2015-02-05,BD+49 828 b,,,508.5,,2015.0,http://exoplanet.eu/catalog/bd+49_828/,,2015-04,5.0,K0,1.470
51,BD-06 1339,Radial Velocity,2.0,3.8728,0.0428,0.0,,20.1,9.7,4324.0,0.7,,2014-05-14,BD-06 1339 b,,,8.5,,2013.0,http://exoplanet.eu/catalog/bd-061339_b/,,2013-03,5.85,K7/M0 V,-1.022
52,BD-06 1339,Radial Velocity,2.0,125.94,0.435,0.31,,20.1,9.7,4324.0,0.7,,2014-05-14,BD-06 1339 c,,,53.0,,2013.0,http://exoplanet.eu/catalog/bd-061339_c/,,2013-03,5.85,K7/M0 V,-1.022
53,BD-08 2823,Radial Velocity,2.0,5.6,0.056,0.15,,42.09,9.88,4746.0,0.74,,2014-05-14,BD-08 2823 b,,,14.4,,2009.0,http://exoplanet.eu/catalog/bd-082823_b/,http://exoplanets.org/detail/BD_-08_2823_b,2010-03,5.3,K3 V,
54,BD-08 2823,Radial Velocity,2.0,237.6,0.68,0.19,,42.09,9.88,4746.0,0.74,,2014-05-14,BD-08 2823 c,,,104.0,,2009.0,http://exoplanet.eu/catalog/bd-082823_c/,http://exoplanets.org/detail/BD_-08_2823_c,2010-03,5.3,K3 V,
55,BD-10 3166,Radial Velocity,1.0,3.48777,0.0452,0.019,,80.0,10.08,5393.0,1.01,,2014-08-27,BD-10 3166 b,,,145.56,,2000.0,http://exoplanet.eu/catalog/bd-10_3166_b/,http://exoplanets.org/detail/BD_-10_3166_b,2000-12,5.0,K0 V,
56,BD-11 4672,Radial Velocity,1.0,1667.0,2.28,0.05,,27.3,9.99,4475.0,0.57,0.52,2015-01-08,BD-11 4672 b,,,168.44,,2014.0,http://exoplanet.eu/catalog/bd-11_4672_b/,,2015-04,5.7,K7 V,
57,BD-13 2130,Radial Velocity,1.0,714.3,2.1,0.21,,766.0,9.45,,2.4,,2015-05-14,BD-13 2130 b,,,3368.998,,2007.0,http://exoplanet.eu/catalog/ngc_2423_3_b/,http://exoplanets.org/detail/NGC_2423_3_b,2007-09,4.5,G5 IV/V,
58,BD-17 63,Radial Velocity,1.0,655.6,1.34,0.54,,37.54,9.566,4714.0,0.74,0.69,2014-05-14,BD-17 63 b,,,1620.9,,2008.0,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b,2009-03,5.5,K5 V,-0.678
59,CFBDSIR J145829+101343,Imaging,1.0,10037.5,2.6,,,23.1,,580.5,0.02,,2014-05-14,CFBDSIR J145829+101343 b,370.0,,3337.1,,2011.0,http://exoplanet.eu/catalog/cfbds_1458_b/,,2011-10,,,
60,CHXR 73,Imaging,1.0,,210.0,,,,,,0.35,,2014-05-14,CHXR 73 b,,,3994.486,,2006.0,http://exoplanet.eu/catalog/chxr_73_b/,,2006-10,6.35,M3.5,
61,CT Cha,Imaging,1.0,,440.0,,,165.0,,,,,2014-05-14,CT Cha b,2600.0,,5403.0,24.66,2007.0,http://exoplanet.eu/catalog/ct_cha_b/,,2008-11,,,
62,CoRoT-1,Transit,1.0,1.5089557,,0.0,0.38,,13.6,5950.0,0.95,1.11,2014-05-14,CoRoT-1 b,1898.0,,327.35,16.7,2008.0,http://exoplanet.eu/catalog/corot-1_b/,http://exoplanets.org/detail/CoRoT-1_b,2008-05,4.0,G0 V,
63,CoRoT-10,Transit,1.0,13.2406,0.1055,0.53,3.7,345.0,15.22,5075.0,0.89,0.79,2014-05-14,CoRoT-10 b,600.0,,874.0,10.87,2010.0,http://exoplanet.eu/catalog/corot-10_b/,http://exoplanets.org/detail/CoRoT-10_b,2010-09,5.1,K1 V,
64,CoRoT-11,Transit,1.0,2.99433,0.0436,0.0,0.99,560.0,,6440.0,1.27,1.37,2014-05-14,CoRoT-11 b,1657.0,,740.51,16.03,2010.0,http://exoplanet.eu/catalog/corot-11_b/,http://exoplanets.org/detail/CoRoT-11_b,2010-12,3.6,F6 V,
65,CoRoT-12,Transit,1.0,2.828042,0.04016,0.07,0.411,1150.0,15.515,5675.0,1.08,1.12,2014-05-14,CoRoT-12 b,1442.0,,291.438,16.14,2010.0,http://exoplanet.eu/catalog/corot-12_b/,http://exoplanets.org/detail/CoRoT-12_b,2010-09,,,
66,CoRoT-13,Transit,1.0,4.03519,0.051,0.0,2.34,1060.0,15.039,5945.0,1.09,1.01,2014-05-14,CoRoT-13 b,1700.0,,415.704,9.92,2010.0,http://exoplanet.eu/catalog/corot-13_b/,http://exoplanets.org/detail/CoRoT-13_b,2010-11,4.0,G0 V,
67,CoRoT-14,Transit,1.0,1.51214,0.027,0.0,7.3,1340.0,16.033,6035.0,1.13,1.21,2014-05-14,CoRoT-14 b,1952.0,,2415.4,12.22,2010.0,http://exoplanet.eu/catalog/corot-14_b/,http://exoplanets.org/detail/CoRoT-14_b,2011-04,3.9,F9 V,
68,CoRoT-16,Transit,1.0,5.35227,0.0618,0.33,0.44,840.0,15.63,5650.0,1.1,1.19,2014-05-14,CoRoT-16 b,,,170.032,13.11,2011.0,http://exoplanet.eu/catalog/corot-16_b/,http://exoplanets.org/detail/CoRoT-16_b,2012-05,4.5,G5 V,
69,CoRoT-17,Transit,1.0,3.7681,0.0461,0.0,2.82,920.0,15.46,5740.0,1.04,1.59,2014-05-14,CoRoT-17 b,1626.0,,772.29,11.43,2011.0,http://exoplanet.eu/catalog/corot-17_b/,http://exoplanets.org/detail/CoRoT-17_b,2011-07,4.2,G2 V,
70,CoRoT-18,Transit,1.0,1.9000693,0.0295,0.08,2.2,870.0,15.0,5440.0,0.95,1.0,2014-05-14,CoRoT-18 b,1550.0,,1102.82,14.68,2011.0,http://exoplanet.eu/catalog/corot-18_b/,http://exoplanets.org/detail/CoRoT-18_b,2011-09,4.9,G9 V,
71,CoRoT-19,Transit,1.0,3.89713,0.0518,0.047,0.71,770.0,14.007,6090.0,1.21,1.65,2014-05-14,CoRoT-19 b,2000.0,,352.78,14.46,2011.0,http://exoplanet.eu/catalog/corot-19_b/,http://exoplanets.org/detail/CoRoT-19_b,2012-01,3.9,F9 V,0.544
72,CoRoT-2,Transit,1.0,1.7429935,0.02798,0.0143,1.47,200.0,12.57,5625.0,0.96,0.91,2014-05-14,CoRoT-2 b,,,1102.82,16.432,2008.0,http://exoplanet.eu/catalog/corot-2_b/,http://exoplanets.org/detail/CoRoT-2_b,2008-05,,,
73,CoRoT-20,Transit,1.0,9.24285,0.0902,0.562,8.87,1230.0,14.66,5880.0,1.14,1.02,2014-05-14,CoRoT-20 b,1002.0,,1347.54,9.42,2011.0,http://exoplanet.eu/catalog/corot-20_b/,,2012-02,4.2,G2 V,
74,CoRoT-22,Transit,1.0,9.75598,0.092,0.077,0.249,592.0,13.944,5939.0,1.1,1.14,2014-08-21,CoRoT-22 b,885.0,,12.2,4.88,2014.0,http://exoplanet.eu/catalog/corot-22_b/,,2014-11,4.3,G3 V,
75,CoRoT-23,Transit,1.0,3.6313,0.048,0.16,3.0,600.0,15.63,5900.0,1.14,1.61,2014-05-14,CoRoT-23 b,1660.0,,889.9,11.77,2011.0,http://exoplanet.eu/catalog/corot-23_b/,http://exoplanets.org/detail/CoRoT-23_b,2012-01,4.0,G0 V,
76,CoRoT-24,Transit,2.0,5.1134,0.056,0.0,0.9,600.0,,4950.0,0.91,0.86,2014-06-11,CoRoT-24 b,1070.0,,5.7,3.7,2014.0,http://exoplanet.eu/catalog/corot-24_b/,,2014-07,5.1,K1 V,
77,CoRoT-24,Transit,2.0,11.759,0.098,0.0,1.3,600.0,,4950.0,0.91,0.86,2014-06-11,CoRoT-24 c,850.0,,28.0,5.0,2014.0,http://exoplanet.eu/catalog/corot-24_c/,,2014-07,5.1,K1 V,
78,CoRoT-25,Transit,1.0,4.86069,0.0578,0.0,0.15,1000.0,,6040.0,1.09,1.19,2014-05-14,CoRoT-25 b,1330.0,,85.81,12.11,2013.0,http://exoplanet.eu/catalog/corot-25_b/,http://exoplanets.org/detail/CoRoT-25_b,2013-07,3.9,F9,
79,CoRoT-26,Transit,1.0,4.20474,0.0526,0.0,0.28,1670.0,,5590.0,1.09,1.79,2014-05-14,CoRoT-26 b,1600.0,,165.26,14.12,2013.0,http://exoplanet.eu/catalog/corot-26_b/,http://exoplanets.org/detail/CoRoT-26_b,2013-07,4.5,G5,
80,CoRoT-27,Transit,1.0,3.57532,0.0476,0.065,12.6,,15.54,5900.0,1.05,1.08,2014-05-14,CoRoT-27 b,1500.0,,3302.11,11.287,2014.0,http://exoplanet.eu/catalog/corot-27_b/,http://exoplanets.org/detail/CoRoT-27_b,2014-02,4.2,G2,
81,CoRoT-28,Transit,1.0,5.20851,0.0603,0.047,0.69,560.0,,5150.0,1.01,1.78,2015-04-16,CoRoT-28 b,,,153.82972,10.705,2015.0,http://exoplanet.eu/catalog/corot-28_b/,,2015-07,4.85,G8/9 IV,
82,CoRoT-29,Transit,1.0,2.85057,0.0386,0.082,1.45,765.0,,5260.0,0.97,0.9,2015-04-16,CoRoT-29 b,,,270.1555,10.088,2015.0,http://exoplanet.eu/catalog/corot-29_b/,,2015-07,5.0,K0 V,
83,CoRoT-3,Transit,1.0,4.2568,,0.0,26.4,680.0,,6740.0,1.37,1.56,2014-05-14,CoRoT-3 b,,,6883.91,11.32,2008.0,http://exoplanet.eu/catalog/corot-3_b/,http://exoplanets.org/detail/CoRoT-3_b,2008-12,3.3,F3 V,
84,CoRoT-4,Transit,1.0,9.20205,0.09,0.0,0.525,,,6190.0,1.16,1.17,2014-05-14,CoRoT-4 b,1074.0,,228.83,13.34,2008.0,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b,2008-09,,,
85,CoRoT-5,Transit,1.0,4.0378962,0.04947,0.09,0.217,,,6100.0,1.0,1.19,2014-05-14,CoRoT-5 b,1438.0,,148.42,15.558,2009.0,http://exoplanet.eu/catalog/corot-5_b/,http://exoplanets.org/detail/CoRoT-5_b,2009-10,3.9,F9 V,
86,CoRoT-6,Transit,1.0,8.886593,0.0855,0.1,2.32,,13.912,6090.0,1.05,1.02,2014-05-14,CoRoT-6 b,1017.0,,940.74,13.068,2009.0,http://exoplanet.eu/catalog/corot-6_b/,http://exoplanets.org/detail/CoRoT-6_b,2010-03,3.9,F9 V,
87,CoRoT-7,Transit,2.0,0.85359159,0.017016,0.0,7.5,153.7,11.668,5259.0,0.91,0.82,2015-03-05,CoRoT-7 b,1756.0,,5.74,1.585,2009.0,http://exoplanet.eu/catalog/corot-7_b/,http://exoplanets.org/detail/CoRoT-7_b,2009-10,4.9,G9 V,
88,CoRoT-7,Radial Velocity,2.0,3.698,0.046,0.0,,153.7,11.668,5259.0,0.91,0.82,2015-09-10,CoRoT-7 c,,,8.4,,2009.0,http://exoplanet.eu/catalog/corot-7_c/,,2009-10,4.9,G9 V,
89,CoRoT-8,Transit,1.0,6.21229,0.063,0.0,1.6,380.0,14.8,5080.0,0.88,0.77,2014-05-14,CoRoT-8 b,,,69.92,6.39,2010.0,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b,2010-09,5.1,K1 V,
90,CoRoT-9,Transit,1.0,95.2738,0.407,0.11,0.9,460.0,13.69,5625.0,0.99,0.94,2014-05-14,CoRoT-9 b,,,266.97,11.77,2009.0,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,2010-03,4.3,G3 V,
91,DENIS-P J082303.1-491201,Astrometry,1.0,246.36,0.36,0.345,,20.77,,,0.07,,2014-05-14,DENIS-P J082303.1-491201 b,,,9057.77,,2013.0,,,2013-08,7.15,L1.5,
92,DH Tau,Imaging,1.0,,330.0,,,140.0,,,0.33,0.27,2014-05-14,DH Tau b,,,3496.0,,2004.0,http://exoplanet.eu/catalog/dh_tau_b/,,2005-02,6.05,M0.5,
93,DP Leo,Eclipse Timing Variations,1.0,10220.0,8.19,0.39,,,,,0.69,,2014-05-14,DP Leo b,,,1922.79,,2009.0,http://exoplanet.eu/catalog/dp_leo_b/,,2010-01,,,
94,EPIC 211351816,Transit,1.0,8.4061,,,0.02,763.0,12.611,4790.0,1.16,4.2,2016-09-29,EPIC 211351816 b,,,349.613,14.684,2016.0,,,,,,
95,EPIC 211391664,Transit,1.0,10.13675,0.0943,0.0,2.15,435.0,12.166,6120.0,1.07,1.31,2016-09-29,EPIC 211391664 b,1102.0,,32.2,4.3,2016.0,http://exoplanet.eu/catalog/epic_211391664_b/,,,3.8,F8 V,
96,EPIC 211822797,Transit,1.0,21.169619,,0.18,,181.5,15.256,3880.0,0.61,0.59,2016-12-21,EPIC 211822797 b,,,,2.2,2016.0,http://exoplanet.eu/catalog/epic_211822797_b/,,,,,-1.153
